report_date2,Day Type,Descriptor,Holiday,P_DIS_Revenue,P_SEA_NetSpend,P_SHO_NetSpend,P_DIS_NetSpend,P_DIS_Impressions,P_DIS_Clicks,P_DIS_Sessions,P_DIS_Orders,P_SOC_NetSpend,P_AFF_NetSpend,holiday_flag
2019-05-18,Avg day,Avg day,NH,32.0,1722.29,1303.27,1458.86,338387,775,372,1,1514.37,824.4527659,0
2019-05-19,Avg day,Avg day,NH,48.0,1886.1,1415.25,1521.82,351320,731,398,2,1466.57,476.7579659,0
2019-05-20,Avg day,Avg day,NH,28.0,2061.03,1250.51,1581.14,391048,665,409,1,1458.95,429.2774659,0
2019-05-21,Early access,Early access,NH,81.0,2203.84,1041.85,1415.47,384256,700,425,3,1651.42,689.5026659,0
2019-05-22,Promo day- high,50% off,NH,205.0,2740.52,970.31,1381.19,370496,772,469,7,2596.41,8261.921533,0
2019-05-23,Promo day- high,50% off,NH,86.5,2894.85,1398.82,1336.64,386349,810,504,2,3761.49,9406.272033,0
2019-05-24,Avg day,Avg day,NH,21.0,2091.04,1341.58,1200.98,308935,661,398,1,1842.59,5038.410033,0
2019-05-25,Avg day,Avg day,NH,0.0,2098.25,1280.9,1042.05,287058,714,397,0,1996.01,486.0518659,0
2019-05-26,Avg day,Avg day,NH,0.0,2039.26,1301.81,1195.46,301390,725,429,0,1893.84,468.4070659,0
2019-05-27,Avg day,Avg day,Memorial Day,0.0,2124.25,1108.87,1223.45,300695,620,391,0,1926.84,593.1628659,0
2019-05-28,Avg day,Avg day,NH,0.0,2210.37,1165.71,1335.45,334133,633,481,0,1884.96,547.9667659,0
2019-05-29,Avg day,Avg day,NH,0.0,2258.95,1364.52,1424.09,393312,824,481,0,1900.61,434.4405659,0
2019-05-30,Avg day,Avg day,NH,101.8,2287.49,1440.2,1308.11,324339,711,398,1,1964.69,426.4169659,0
2019-05-31,Avg day,Avg day,NH,0.0,2306.16,1388.39,1061.86,285671,638,369,0,1785.44,370.8886659,0
2019-06-01,Avg day,Avg day,NH,30.0,2411.08,1382.97,701.45,198585,736,216,1,1770.76,284.6326659,0
2019-06-02,Avg day,Avg day,NH,0.0,2747.75,1676.8,716.86,200559,790,213,0,1570.64,357.8520659,0
2019-06-03,Avg day,Avg day,NH,0.0,2522.58,1784.0,716.34,227784,895,204,0,1298.64,478.5340659,0
2019-06-04,Avg day,Avg day,NH,49.0,2520.25,1843.76,899.43,264761,759,321,2,1150.56,385.6406659,0
2019-06-05,FSNM,FSNM,NH,0.0,2891.54,1890.06,1001.07,310426,792,419,0,2139.7,847.5616659,0
2019-06-06,Avg day,Avg day,NH,73.0,2542.3,1686.47,940.73,282305,852,427,1,1224.71,1942.8684660000001,0
2019-06-07,Avg day,Avg day,NH,28.0,2510.67,1771.98,728.36,202122,688,389,1,1102.14,1583.2217660000001,0
2019-06-08,Avg day,Avg day,NH,0.0,2607.59,1757.4,1382.71,361937,830,495,0,1042.07,356.7018659,0
2019-06-09,Avg day,Avg day,NH,0.0,2547.5,2000.18,1448.7,371403,874,556,0,1055.33,369.6983659,0
2019-06-10,Early access,Early access,NH,99.8,3024.72,1726.35,1777.18,411359,611,471,3,1044.42,701.2713659,0
2019-06-11,Early access,Early access,NH,14.0,2877.08,1969.49,1446.87,270957,253,307,1,1038.9,1104.147216,0
2019-06-12,Sale,Clearence,NH,194.6,3202.57,2383.83,1735.33,335022,355,346,6,2063.49,2498.269716,0
2019-06-13,Sale,Clearence,NH,307.4,3514.31,1897.07,1722.17,321857,359,308,9,2113.63,5596.019966,0
2019-06-14,Sale,Clearence,NH,213.2,3421.06,2985.44,1698.18,307796,352,289,8,2345.98,4743.568466,0
2019-06-15,Sale,Clearence,NH,188.6,3177.12,3981.6,1679.24,310225,336,279,7,2716.09,4470.134765999999,0
2019-06-16,Sale,Clearence,Father's Day,122.6,3257.63,4489.77,1656.08,309500,341,287,4,2672.72,1591.349566,0
2019-06-17,Sale,Clearence,NH,88.4,3687.94,2734.35,1632.92,290789,253,257,4,2689.16,2591.992309,0
2019-06-18,Sale,Clearence,NH,168.4,4500.68,3036.83,1606.7,293443,227,212,5,2732.34,2357.631609,0
2019-06-19,Sale,Clearence,NH,251.2,4503.72,3610.32,1580.55,286662,243,250,7,3082.55,3892.1278090000005,0
2019-06-20,Sale,Clearence,NH,137.0,4662.01,3499.03,1550.35,278844,269,237,3,3375.54,3965.3550090000003,0
2019-06-21,Sale,Clearence,NH,169.8,4610.56,3292.63,1517.83,279090,230,188,4,3101.26,2608.406109,0
2019-06-22,Sale,Clearence,NH,88.8,3978.65,2508.7,1482.92,277711,275,240,4,2302.17,2129.160809,0
2019-06-23,Sale,Clearence,NH,26.4,3899.49,2779.03,1447.05,271495,264,219,1,2350.45,2036.485209,0
2019-06-24,Sale,Clearence,NH,0.0,4126.36,2337.54,1406.47,259079,197,191,0,2400.06,4536.217485,0
2019-06-25,Sale,Clearence,NH,0.0,4624.73,631.97,1343.63,245671,185,200,0,2972.74,4476.074585,0
2019-06-26,Sale,Clearence,NH,138.0,4748.12,230.9,1291.72,228057,153,161,4,3156.47,5145.799185,0
2019-06-27,Avg day,Avg day,NH,39.0,4397.68,63.93,1228.29,213897,151,128,1,1291.37,3249.441552,0
2019-06-28,Avg day,Avg day,NH,26.0,4249.13,49.69,1146.78,199487,141,129,1,1151.29,2570.845252,0
2019-06-29,Avg day,Avg day,NH,29.0,3837.68,49.63,1031.57,184361,151,132,1,1236.49,2560.641752,0
2019-06-30,Avg day,Avg day,NH,0.0,3511.24,48.44,686.82,125877,124,96,0,1171.8,2588.603252,0
2019-07-01,Avg day,Avg day,NH,30.0,3727.6,1118.35,800.33,143627,85,78,1,870.99,2560.641752,0
2019-07-02,Avg day,Avg day,NH,10.0,3538.72,2231.67,794.91,143345,91,95,1,868.92,331.5397,0
2019-07-03,Avg day,Avg day,NH,153.0,3178.27,1850.71,1264.28,268922,386,433,5,890.03,277.411,0
2019-07-04,Avg day,Avg day,Independence Day,79.0,2605.85,1516.56,1380.04,298061,546,500,4,861.76,383.901,0
2019-07-05,Avg day,Avg day,NH,83.0,2970.82,1525.87,1374.24,293180,486,406,5,881.63,337.6448,0
2019-07-06,Avg day,Avg day,NH,8.0,3461.01,1570.81,1311.54,283779,447,405,1,917.76,302.0595,0
2019-07-07,Avg day,Avg day,NH,69.0,3608.68,1641.49,1318.41,287439,397,341,3,883.54,270.992,0
2019-07-08,Avg day,Avg day,NH,182.0,3830.09,1849.15,1417.16,310361,378,338,7,1347.88,388.6292,0
2019-07-09,Avg day,Avg day,NH,107.0,4305.67,2119.38,1362.78,277974,364,316,4,1624.52,491.4727,0
2019-07-10,Product launch,Product Launch,NH,140.0,4970.46,2689.96,1339.25,233823,396,394,7,1689.05,806.8398,0
2019-07-11,Avg day,Avg day,NH,99.0,5088.26,2668.03,1701.43,283241,571,768,3,1970.5,642.0336,0
2019-07-12,Avg day,Avg day,NH,37.0,4711.35,3777.52,1635.57,282941,524,507,2,2291.85,514.9182,0
2019-07-13,Avg day,Avg day,NH,72.0,4350.83,4251.83,1541.76,268308,502,464,4,2927.07,516.4785368,0
2019-07-14,Early access,Early access,NH,85.0,4964.45,4415.97,1595.57,258872,490,444,4,2871.23,624.0934368,0
2019-07-15,Promo day- high,50% off,NH,0.0,8699.71,4602.15,1467.16,244867,78,89,0,3860.47,5505.09367,0
2019-07-16,Promo day- high,50% off,NH,35.0,7642.68,5089.87,1083.47,160582,33,47,1,4227.35,6491.173070000001,0
2019-07-17,Avg day,Avg day,NH,30.0,6879.7,5082.28,1070.46,136630,204,221,1,2712.82,3593.27957,0
2019-07-18,Avg day,Avg day,NH,8.0,6026.59,4524.69,1055.17,135637,226,232,1,3013.21,632.8178368,0
2019-07-19,Influencer,Influencer,NH,84.0,9410.79,4943.99,1036.88,156552,238,263,3,3500.06,993.4242367999999,0
2019-07-20,Promo day- low,Halo from Influencer video- Jstarr,NH,11.0,7906.82,4186.85,1019.53,158524,282,251,1,3396.47,949.0936367999999,0
2019-07-21,Promo day- low,Halo from Influencer video- Jstarr,NH,0.0,5933.72,3585.66,1002.46,132467,217,240,0,3092.51,748.4257368,0
2019-07-22,Promo day- low,Juicy GWP @$25- Liquid Matte Lipstick,NH,0.0,6529.81,2529.55,980.08,146876,202,203,0,2975.15,5430.284746,0
2019-07-23,Avg day,Avg day,NH,27.0,5894.87,2467.67,958.36,145236,236,217,1,2966.85,2242.8956129999997,0
2019-07-24,Avg day,Avg day,NH,31.0,5710.54,2217.68,936.67,117963,180,216,1,2811.17,3643.9897130000004,0
2019-07-25,Avg day,Avg day,NH,0.0,3319.37,2233.13,909.47,115190,183,183,0,2666.28,1653.800246,0
2019-07-26,Avg day,Avg day,NH,0.0,3337.81,2230.5,877.48,130821,163,163,0,2650.75,1204.67598,0
2019-07-27,Avg day,Avg day,NH,0.0,2911.15,2203.34,841.97,134114,196,228,0,2635.35,1126.72348,0
2019-07-28,Avg day,Avg day,NH,25.0,2908.04,2226.87,800.14,111276,169,184,1,2660.03,1170.8772800000002,0
2019-07-29,Avg day,Avg day,NH,12.0,3141.2,2235.35,696.94,105601,152,422,1,2803.58,505.19753679999997,0
2019-07-30,Avg day,Avg day,NH,14.0,2961.04,2205.65,701.14,112206,163,353,2,3032.41,2239.19387,0
2019-07-31,Avg day,Avg day,NH,36.0,2819.26,2181.49,469.22,62329,105,143,2,3107.26,2144.00567,0
2019-08-01,Avg day,Avg day,NH,0.0,2653.53,2204.84,96.08,7944,6,44,0,1383.94,2125.0085879999997,0
2019-08-02,Avg day,Avg day,NH,0.0,2795.67,2050.01,94.6,11238,7,26,0,1305.2,723.3226547999999,0
2019-08-03,Avg day,Avg day,NH,0.0,2494.67,1853.87,94.61,12390,11,42,0,1179.91,629.8799548,0
2019-08-04,Avg day,Avg day,NH,0.0,2468.09,1807.53,95.04,9143,10,40,0,1132.17,549.0651548,0
2019-08-05,Avg day,Avg day,NH,0.0,2675.07,1802.84,94.92,11574,13,43,0,1358.03,1144.405305,0
2019-08-06,Avg day,Avg day,NH,0.0,2823.27,1778.03,94.82,11308,15,48,0,1329.98,986.3726048000001,0
2019-08-07,Avg day,Avg day,NH,0.0,3230.05,1707.86,95.27,8015,4,31,0,1334.64,2171.673855,0
2019-08-08,Avg day,Avg day,NH,0.0,2964.07,1483.41,96.55,7526,4,34,0,1372.72,650.5377547999999,0
2019-08-09,Avg day,Avg day,NH,0.0,2778.22,1452.39,96.16,11021,11,44,0,1752.07,636.7483547999999,0
2019-08-10,Avg day,Avg day,NH,0.0,2448.06,1419.0,95.93,13041,20,33,0,2024.11,453.79235480000006,0
2019-08-11,Avg day,Avg day,NH,0.0,2760.9,1508.5,96.24,9131,11,34,0,2180.71,470.4070548,0
2019-08-12,Avg day,Avg day,NH,0.0,2677.57,1417.8,96.04,10947,16,40,0,2265.66,476.1131548,0
2019-08-13,Avg day,Avg day,NH,29.0,2648.58,1407.31,96.15,10726,18,43,1,2311.56,608.0233548,0
2019-08-14,Avg day,Avg day,NH,29.0,2883.52,1140.27,442.4,67422,118,214,1,2262.11,501.46625480000006,0
2019-08-15,Avg day,Avg day,NH,10.0,2547.71,919.72,561.54,207861,248,274,1,2409.77,2316.247688,0
2019-08-16,Avg day,Avg day,NH,72.0,2420.16,1055.07,597.95,182586,335,272,2,2348.84,1301.924888,0
2019-08-17,Avg day,Avg day,NH,0.0,2492.13,1110.66,593.07,130369,303,256,0,2339.71,1219.9169880000002,0
2019-08-18,Avg day,Avg day,NH,0.0,2631.19,1056.48,1275.69,172909,834,375,0,2404.11,398.0453548,0
2019-08-19,Avg day,Avg day,NH,0.0,2574.31,909.26,1367.63,167016,890,360,0,2413.9,506.6147548,0
2019-08-20,Avg day,Avg day,NH,0.0,2533.39,858.9,1279.61,172488,1282,381,0,2762.25,2348.271255,0
2019-08-21,Avg day,Avg day,NH,0.0,2598.36,937.92,1310.3,162220,1428,525,0,2999.62,2409.057355,0
2019-08-22,Avg day,Avg day,NH,0.0,2603.19,899.51,1226.9,157834,1480,728,0,3066.48,2437.993755,0
2019-08-23,Avg day,Avg day,NH,0.0,2492.15,857.77,1215.89,152055,1494,685,0,3131.12,537.1473547999999,0
2019-08-24,Avg day,Avg day,NH,0.0,2295.73,869.57,1243.64,146781,1495,549,0,3369.41,342.7670548,0
2019-08-25,Early access,Early access,NH,45.0,2419.01,960.49,1215.79,139028,1322,526,2,3401.7,631.9163547999999,0
2019-08-26,Promo day- high,50% off,NH,0.0,2797.48,1083.45,1170.92,145443,1304,528,0,4380.67,5192.8587210000005,0
2019-08-27,Promo day- high,50% off,NH,0.0,2665.7,1454.27,1163.08,146630,1238,504,0,4198.55,7471.659420999999,0
2019-08-28,Avg day,Avg day,NH,47.0,2533.16,1289.97,1139.52,137551,1340,513,2,3243.46,4818.847821,0
2019-08-29,Avg day,Avg day,NH,30.0,2444.57,1209.56,1108.95,132147,1375,588,1,3415.96,914.9983881,0
2019-08-30,Avg day,Avg day,NH,0.0,2100.9,1222.0,879.22,107585,1338,567,0,3443.89,765.7924881,0
2019-08-31,Avg day,Avg day,NH,0.0,2109.42,1281.16,413.53,64183,1226,594,0,3397.07,630.1485881,0
2019-09-01,Avg day,Avg day,NH,0.0,2356.47,1192.33,265.06,21263,44,197,0,2310.68,597.6400999,0
2019-09-02,Avg day,Avg day,Labor Day,0.0,2478.64,1295.43,264.33,29275,43,137,0,2298.97,586.4699999,0
2019-09-03,Avg day,Avg day,NH,0.0,2089.58,1248.24,264.43,26939,29,102,0,2147.6,557.9253999,0
2019-09-04,Avg day,Avg day,NH,0.0,2051.61,1370.2,265.05,18968,21,82,0,2509.56,286.87796660000004,0
2019-09-05,Avg day,Avg day,NH,0.0,2034.81,1274.52,531.52,56407,62,165,0,2926.28,301.90516660000003,0
2019-09-06,Avg day,Avg day,NH,26.6,2084.34,1232.36,379.47,51196,68,205,1,3046.65,708.8881666,0
2019-09-07,Avg day,Avg day,NH,0.0,2393.09,1308.6,379.48,51889,68,101,0,3354.57,677.3824666,0
2019-09-08,Avg day,Avg day,NH,0.0,2700.19,1370.69,379.84,48146,33,81,0,3636.25,589.4552666000001,0
2019-09-09,Avg day,Avg day,NH,0.0,2449.38,1241.72,1323.26,186422,156,156,0,3410.78,595.7115666,0
2019-09-10,Influencer,Avg day,NH,14.0,2332.26,1223.65,1453.55,206000,207,200,1,4511.12,2349.5580670000004,0
2019-09-11,Avg day,Avg day,NH,62.2,2224.81,1074.49,2970.81,364462,434,384,3,4639.01,942.5467666000001,0
2019-09-12,FSNM,FSNM,NH,68.0,2530.44,1220.96,9320.13,3115733,1663,585,3,7287.79,2105.3356329999997,0
2019-09-13,FSNM,FSNM,NH,35.0,2605.51,1302.86,9231.33,3118166,1539,456,4,7349.45,2383.4781329999996,0
2019-09-14,Sale,60% Off End Of Summer Clearence Sale,NH,222.0,2897.97,1484.87,9101.61,3042412,1708,577,4,7287.64,2168.623033,0
2019-09-15,Sale,60% Off End Of Summer Clearence Sale,NH,80.0,3047.34,1715.3,9008.0,3031424,1678,572,3,7556.96,746.5203666,0
2019-09-16,Sale,60% Off End Of Summer Clearence Sale,NH,50.4,2632.19,1789.54,11126.32,3030356,1665,685,2,11209.9,5574.492067,0
2019-09-17,Sale,60% Off End Of Summer Clearence Sale,NH,211.8,2610.45,1928.05,10435.67,2982352,1682,623,7,11649.8,1970.7734,0
2019-09-18,Sale,60% Off End Of Summer Clearence Sale,NH,90.8,2681.74,1847.77,10086.5,2909575,1517,598,3,11091.38,1686.1407,0
2019-09-19,Sale,60% Off End Of Summer Clearence Sale,NH,56.4,2425.43,1938.24,9998.98,2859187,1501,593,3,10269.67,1557.598,0
2019-09-20,Sale,60% Off End Of Summer Clearence Sale,NH,84.8,2414.39,1736.52,9873.69,2798681,1526,564,4,10578.73,685.5714666,0
2019-09-21,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,44.2,2418.0,2092.32,9741.1,2723575,1613,528,3,7302.55,547.6672666000001,0
2019-09-22,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,124.0,2506.74,2444.88,9617.89,2380143,1608,577,5,7272.74,10487.06127,0
2019-09-23,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,0.0,2264.68,2157.38,9455.72,2328734,1465,471,0,8905.63,12177.94637,0
2019-09-24,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,85.6,2432.45,2279.73,9464.58,2317284,1330,539,3,10374.56,3964.757117,0
2019-09-25,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,66.4,2278.71,2298.03,9197.25,2235626,1275,533,2,12150.22,8202.894567,0
2019-09-26,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,0.0,2375.53,3468.92,8838.62,2094679,1306,394,0,13312.11,410.3108666,0
2019-09-27,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,19.0,2411.95,3481.46,8160.69,1906848,1253,244,1,12929.56,466.92866660000004,0
2019-09-28,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,28.8,2622.18,3492.14,8080.47,1695045,1423,336,1,13194.64,462.58196660000004,0
2019-09-29,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,0.0,2967.06,3578.3,7355.28,1603861,1269,284,0,12923.17,542.1018666,0
2019-09-30,Promo day- low,30% off Fall Assortment & Best Sellers Restock,NH,44.0,2756.95,3608.04,5071.44,1224031,826,203,2,12559.08,585.3075666,0
2019-10-01,Product launch,Avg day- product launch cancelled,NH,0.0,2630.13,2427.32,960.21,368889,232,99,0,9601.21,424.30650639999993,0
2019-10-02,Avg day,Avg day,NH,0.0,2636.92,1964.2,1606.93,425788,256,143,0,6843.19,487.7928063999999,0
2019-10-03,FSNM,FSNM,NH,29.0,2980.46,1941.2,1600.83,412755,355,150,2,5066.99,649.4203064,0
2019-10-04,FSNM,FSNM,NH,41.0,2632.68,1807.96,1593.44,405173,341,142,3,5071.69,807.3279064,0
2019-10-05,Avg day,Avg day,NH,34.0,2243.16,2003.09,1590.46,384531,337,131,1,4769.44,587.6803064,0
2019-10-06,Collab,Collab,NH,25.0,2837.05,1951.18,1576.43,400530,314,112,1,4954.87,768.6780064,0
2019-10-07,Avg day,Avg day,NH,30.0,2527.59,2156.8,5373.28,1027468,1031,552,1,4922.11,541.7823063999999,0
2019-10-08,Avg day,Avg day,NH,61.0,2411.63,2402.58,4752.41,1072328,1082,474,3,5023.79,570.5796063999999,0
2019-10-09,Avg day,Avg day,NH,59.0,2551.16,1676.98,4743.86,1069560,993,440,2,5883.9,554.1535064,0
2019-10-10,Avg day,Avg day,NH,28.0,2082.41,1527.53,4642.49,1011592,973,408,1,5226.33,681.0721063999999,0
2019-10-11,Avg day,Avg day,NH,148.0,2537.38,1860.51,4628.28,976299,940,405,4,4621.87,2347.9773059999998,0
2019-10-12,Avg day,Avg day,NH,31.45,2541.59,2262.97,4601.84,873390,1003,427,1,4647.33,686.2950063999999,0
2019-10-13,Avg day,Avg day,NH,89.0,2849.09,2365.31,4569.61,877273,1000,412,1,4606.48,694.4933063999999,0
2019-10-14,Promo day- low,"Buy 1, Get 1 30% off: Holiday Gift Sets- Loyalty Segment Only",Columbus Day,29.0,2599.73,2701.98,5490.52,1146734,1154,409,1,4793.39,629.7913063999999,0
2019-10-15,Avg day,Avg day,NH,26.0,2609.7,2510.0,4453.56,923019,897,551,1,4477.04,789.1045063999999,0
2019-10-16,Avg day,Avg day,NH,58.0,3128.69,2565.98,4390.84,917258,871,634,2,4670.67,1987.5163059999998,0
2019-10-17,Avg day,Avg day,NH,29.0,3389.83,2135.57,4346.51,908320,848,576,1,4790.94,1968.3992059999998,0
2019-10-18,Avg day,Avg day,NH,60.0,3136.96,2246.02,4279.7,865590,886,635,2,4671.1,619.4981064,0
2019-10-19,Avg day,Avg day,NH,0.0,3420.39,2333.19,4130.75,731064,858,623,0,4686.95,532.3647063999999,0
2019-10-20,Avg day,Avg day,NH,50.1,3332.98,2397.27,4175.0,780893,943,649,2,4574.72,521.7741063999999,0
2019-10-21,Promo day- low,"Buy 1, Get 1 30% off: Holiday Gift Sets",NH,0.0,3238.19,2182.11,4093.23,823074,865,622,0,4448.18,757.0810064,0
2019-10-22,Avg day,Avg day,NH,0.0,2958.63,2146.88,4006.19,805286,755,536,0,4122.32,614.9010063999999,0
2019-10-23,FSNM,FSNM,NH,87.0,3217.78,2176.4,3943.48,792046,792,570,3,4311.24,492.9424063999999,0
2019-10-24,FSNM,FSNM,NH,79.0,3174.66,2097.0,3835.94,767751,742,537,4,4702.92,699.4360063999999,0
2019-10-25,Avg day,Avg day,NH,152.0,3347.71,2141.44,3699.17,735554,705,542,5,4738.48,1042.369206,0
2019-10-26,Avg day,Avg day,NH,27.0,3153.14,2042.17,3574.13,636008,679,453,1,4382.7,1768.5759059999998,0
2019-10-27,Avg day,Avg day,NH,0.0,3223.67,2192.67,3413.31,612169,698,476,0,4409.72,1378.472106,0
2019-10-28,Avg day,Avg day,NH,0.0,2850.42,2099.04,3163.89,623324,580,398,0,5169.08,2182.1036059999997,0
2019-10-29,Avg day,Avg day,NH,25.0,3011.19,2111.59,2618.63,498441,489,381,1,5410.83,534.8095063999999,0
2019-10-30,Avg day,Avg day,NH,0.0,2838.64,2138.37,888.14,197727,179,154,0,5487.62,524.0579064,0
2019-10-31,Avg day,Avg day,Halloween,0.0,2359.5,1673.43,421.25,99333,92,82,0,4689.43,2417.916173,0
2019-11-01,Avg day,Avg day,NH,28.0,2847.01,1912.4,49.22,6347,6,47,1,3711.47,2268.1971670000003,0
2019-11-02,Avg day,Avg day,NH,0.0,3222.16,2054.56,3001.35,570129,683,436,0,3780.26,4447.5331670000005,0
2019-11-03,Avg day,Avg day,NH,0.0,3686.51,2356.5,3105.72,606193,643,410,0,4065.32,4456.714967,0
2019-11-04,Promo day- low,"Gift Guide Promotion:Buy 1, Get 1 Free-Gifts under $5 shop path",NH,46.0,3438.19,2484.65,2960.1,587225,424,306,2,5133.47,6001.849309,0
2019-11-05,Avg day,Avg day,NH,0.0,3458.55,1980.45,2940.05,572496,484,272,0,4120.94,6534.9823590000005,0
2019-11-06,Promo day- low,Gift Guide Promotion:20% off Gifts under $10,NH,25.0,3744.95,1823.42,2916.12,567819,447,253,1,6399.13,5472.302909,0
2019-11-07,Avg day,Avg day,NH,33.0,3519.32,1880.29,2892.54,561985,520,297,2,3847.66,7508.979559,0
2019-11-08,Promo day- low,Gift Guide Promotion: 20% off Splurge Worthy Gifts,NH,70.0,3540.94,1665.34,2869.24,546938,405,225,2,6133.59,7350.319459,0
2019-11-09,Avg day,Avg day,NH,0.0,3564.8,1698.22,2848.57,532462,560,328,0,3808.93,4448.592259,0
2019-11-10,Early access,Early access,NH,41.8,4381.23,2237.99,2820.17,533950,544,310,1,3998.83,5547.902959,0
2019-11-11,Promo day- high,50% off,Veterans Day,74.5,4481.21,2337.54,2790.82,511749,438,254,4,9065.21,10822.29331,1
2019-11-12,Promo day- high,50% off,NH,158.5,4413.15,2436.27,2764.07,497436,402,222,4,9131.0,11688.84606,0
2019-11-13,Promo day- high,50% off,NH,275.5,3957.64,2721.54,2730.67,499164,420,235,6,9682.22,8966.386409,0
