report_date2,Day Type,Descriptor,Holiday,P_DIS_Revenue,P_SEA_NetSpend,P_SHO_NetSpend,P_DIS_NetSpend,P_DIS_Impressions,P_DIS_Clicks,P_DIS_Sessions,P_DIS_Orders,P_SOC_NetSpend,P_AFF_NetSpend,holiday_flag
2018-10-16,Avg day,Avg day,NH,0.0,2206.36,2224.97,510.94,210587,411,365,0,2697.52,531.5866,0
2018-10-17,Avg day,Avg day,NH,0.0,2064.9,2109.17,547.26,267990,492,423,0,4965.8,442.6595,0
2018-10-18,Promo day- low,One Day Only GWP @$40 threeshold (vs $25 evergreen GWP)- Brush Set- $30 Value,NH,0.0,1915.43,2005.87,927.85,442534,811,655,0,5171.04,624.9675,0
2018-10-19,Avg day,Avg day,NH,0.0,1863.38,1993.61,1299.17,596296,969,778,0,4925.31,679.6110000000001,0
2018-10-20,Avg day,Avg day,NH,6.0,1975.06,2121.6,6073.98,2640914,5143,3744,1,5137.43,433.4386,0
2018-10-21,Avg day,Avg day,NH,36.0,2053.66,2182.9,6225.97,2373495,4020,3356,2,5214.17,454.1099,0
2018-10-22,Avg day,Avg day,NH,0.0,1948.11,2047.39,3045.57,1088814,1678,1821,0,4446.74,449.6701,0
2018-10-23,Avg day,Avg day,NH,0.0,1900.72,2126.53,2675.09,901268,1326,1177,0,5209.41,367.464,0
2018-10-24,Avg day,Avg day,NH,0.0,2082.6,2345.16,3318.32,1210841,1740,1690,0,6556.65,638.0605,0
2018-10-25,FSNM,FSNM,NH,26.0,2370.85,2335.49,4889.98,1412477,2424,2174,1,11563.95,1104.0582,0
2018-10-26,FSNM,FSNM,NH,158.0,2105.62,2447.55,5375.09,1590712,2701,2417,4,11266.28,1702.6842,0
2018-10-27,Avg day,Avg day,NH,14.0,1759.15,2745.01,3394.72,1288469,2423,2300,1,4923.47,831.105,0
2018-10-28,Avg day,Avg day,NH,0.0,1876.19,2613.56,3533.4,1414684,2369,2190,0,5094.78,777.9191,0
2018-10-29,Avg day,Avg day,NH,0.0,1778.78,2386.37,3993.47,1627262,2445,2108,0,5163.97,568.5930000000001,0
2018-10-30,Avg day,Avg day,NH,0.0,1735.35,2372.58,6309.08,2592958,2816,2985,0,5284.36,677.5465,0
2018-10-31,Avg day,Avg day,Halloween,32.0,1463.56,1991.62,2958.13,1206498,1413,1622,1,4063.28,872.70675,0
2018-11-01,Avg day,Avg day,NH,18.0,1702.47,2057.28,648.68,302973,231,587,1,229.72,387.978,0
2018-11-02,Avg day,Avg day,NH,36.0,1806.47,2199.25,645.22,300892,229,430,1,418.69,443.0292,0
2018-11-03,Avg day,Avg day,NH,0.0,2006.49,2638.68,640.47,301554,276,456,0,493.85,352.9165,0
2018-11-04,Avg day,Avg day,NH,0.0,2435.02,2948.78,647.35,305807,260,433,0,530.1,411.4425,0
2018-11-05,Avg day,Avg day,NH,0.0,1913.66,2573.16,643.5,299853,307,365,0,439.14,467.0481,0
2018-11-06,Promo day- mid,30% off sitewide,NH,41.0,2146.19,2707.7,632.76,278527,490,541,1,4502.78,1420.2969,0
2018-11-07,Avg day,Avg day,NH,0.0,1802.97,2918.53,443.27,192510,409,411,0,1202.08,1151.6581,0
2018-11-08,Avg day,Avg day,NH,0.0,1899.08,3089.18,995.87,368742,739,532,0,1998.41,617.3816,0
2018-11-09,Avg day,Avg day,NH,0.0,2356.9,4697.49,1142.94,450211,936,800,0,2059.22,564.4846,0
2018-11-10,Early access,Early access,NH,30.0,2562.64,6612.9,1100.67,426392,878,726,1,2409.3,2127.8432,0
2018-11-11,Promo day- high,50% off,Veterans Day,176.0,3049.41,4148.66,1520.42,489781,889,777,4,4068.56,7024.2668,1
2018-11-12,Promo day- high,50% off,NH,111.5,2629.93,6800.39,1701.04,591193,1136,735,3,4441.4,7430.254,0
2018-11-13,Promo day- high,50% off,NH,140.0,2585.74,7070.63,1459.62,560700,1110,655,5,4550.06,5790.5195,0
2018-11-14,FSNM,FSNM,NH,38.25,2215.74,7577.91,1440.45,605571,1186,1032,1,4024.91,6086.61315,0
2018-11-15,FSNM,FSNM,NH,30.0,2178.04,8208.99,1821.64,736030,1358,917,1,6206.12,1132.4729,0
2018-11-16,FSNM,FSNM,NH,0.0,2138.51,7754.01,1416.62,553748,1073,842,0,6818.62,1132.4835,0
2018-11-17,FSNM,FSNM,NH,3.0,2406.17,8991.64,1152.59,491896,1060,727,1,6308.96,1026.50865,0
2018-11-18,FSNM,FSNM,NH,12.0,2780.73,10515.92,1175.46,510718,991,659,1,6499.4,1034.5274,0
2018-11-19,FSNM,FSNM,NH,0.0,3407.72,9237.62,1171.71,506200,1007,710,0,6507.6,910.7911,0
2018-11-20,FSNM,FSNM,NH,72.0,3612.01,9420.92,1182.49,522777,1017,649,2,4863.51,836.6289,0
2018-11-21,Early access,Early access,NH,28.0,4091.29,9436.39,1258.82,503181,1008,658,1,4786.75,1502.75,0
2018-11-22,Promo day- high,50% off,Thanksgiving Day,343.5,6053.34,9064.83,4633.21,669774,1317,1053,8,11942.68,4815.8024,1
2018-11-23,Promo day- high,50% off,Black Friday,379.0,8884.21,13284.1,5146.69,619825,1190,892,15,9522.9,9158.5494,1
2018-11-24,Promo day- high,50% off,NH,491.0,6731.57,15831.67,5005.66,591350,1100,781,15,16231.72,6990.1235,0
2018-11-25,Promo day- high,50% off,NH,88.5,6748.95,15476.12,3270.95,584385,1436,484,2,7686.67,4234.3958,0
2018-11-26,Promo day- super high,50% off,Cyber Monday,1116.2,16465.91,15466.15,6502.72,1215499,3450,1272,33,43527.87,8335.4671,1
2018-11-27,Promo day- high,50% off,NH,261.4,11059.26,10725.91,834.86,384498,652,704,7,6111.69,12428.8911,0
2018-11-28,FSNM,FSNM,NH,56.0,6239.75,3313.83,3043.02,1177421,2103,1158,4,4995.75,676.1737,0
2018-11-29,FSNM,FSNM,NH,3.0,5115.43,3334.19,683.71,568015,1480,301,1,4778.57,679.2417,0
2018-11-30,FSNM,FSNM,NH,41.0,5454.54,3206.94,5106.6,1993157,3087,2236,3,1375.71,846.903,0
2018-12-01,FSNM,FSNM,NH,0.0,6032.89,3468.0,1587.64,477684,706,795,0,349.88,629.1895,0
2018-12-02,FSNM,FSNM,NH,0.0,6314.04,4027.39,1313.9,504056,906,622,0,277.13,574.3334,0
2018-12-03,FSNM,FSNM,NH,10.0,4714.81,3189.84,1461.28,499623,892,837,1,2910.15,734.3682,0
2018-12-04,FSNM,FSNM,NH,37.0,3813.21,3090.28,1223.27,465584,870,605,2,723.14,739.7783,0
2018-12-05,FSNM,FSNM,NH,0.0,4358.81,2899.6,3913.32,886773,1740,1279,0,3151.95,807.8068,0
2018-12-06,FSNM,FSNM,NH,60.0,5115.32,2660.94,1911.24,650181,1205,965,1,1298.23,644.9943,0
2018-12-07,FSNM,FSNM,NH,10.0,5393.4,2646.49,3834.08,842558,1595,1278,1,6932.96,785.4346,0
2018-12-08,Promo day- mid,"Buy More, Save More: Spend $20, get $5 off. Spend $30, get $10 off. Spend $40, get $15 off. Spend $50 get $20 off!",NH,8.0,6147.75,2918.43,2494.66,705892,1472,1160,1,5401.45,1317.8391,0
2018-12-09,Promo day- mid,"Buy More, Save More: Spend $20, get $5 off. Spend $30, get $10 off. Spend $40, get $15 off. Spend $50 get $20 off!",NH,203.3,6343.89,3183.63,2461.33,683687,1331,1062,7,5259.56,1366.3377,0
2018-12-10,Promo day- mid,"Buy More, Save More: Spend $20, get $5 off. Spend $30, get $10 off. Spend $40, get $15 off. Spend $50 get $20 off!",NH,96.4,5305.82,2514.45,2424.45,655059,1165,990,4,5332.28,1630.9191,0
2018-12-11,Promo day- mid,"Buy More, Save More: Spend $20, get $5 off. Spend $30, get $10 off. Spend $40, get $15 off. Spend $50 get $20 off!",NH,72.0,5285.61,2473.01,3032.3,687761,1147,863,4,7351.39,1608.9604,0
2018-12-12,Promo day- mid,"Buy More, Save More: Spend $20, get $5 off. Spend $30, get $10 off. Spend $40, get $15 off. Spend $50 get $20 off!",NH,33.0,5253.21,2635.66,3221.8,634109,1095,916,4,13926.17,1536.6815,0
2018-12-13,Promo day- mid,"Buy More, Save More: Spend $20, get $5 off. Spend $30, get $10 off. Spend $40, get $15 off. Spend $50 get $20 off!",NH,77.5,4243.86,2565.19,2116.3,441582,764,742,3,11222.52,1735.4563,0
2018-12-14,Avg day,Avg day,NH,0.0,3580.01,2572.7,824.66,271197,529,523,0,4467.97,1233.8932,0
2018-12-15,Avg day,Avg day,NH,0.0,3534.88,2749.03,822.37,274378,634,548,0,3957.97,533.5975,0
2018-12-16,Avg day,Avg day,NH,0.0,3733.11,3107.64,822.93,276802,598,459,0,4004.33,450.1306,0
2018-12-17,Promo day- high,50% off,NH,469.0,4937.74,2648.75,6642.03,909909,1832,1441,9,6856.27,1387.6869,0
2018-12-18,Avg day,Avg day,NH,0.0,4045.89,2497.63,761.76,273118,536,492,0,4552.13,1888.4733,0
2018-12-19,Sale,Clearence,NH,25.0,3110.43,2687.38,1616.07,350411,734,708,1,4682.3,813.7803,0
2018-12-20,Sale,Clearence,NH,34.2,2749.67,2873.5,1355.33,261863,507,546,2,3124.76,931.2434,0
2018-12-21,Sale,Clearence,NH,51.0,2683.29,2861.91,1110.44,215527,455,460,2,2655.87,1214.6096,0
2018-12-22,Sale,Clearence,NH,61.0,2561.65,2939.2,1111.57,220092,467,479,3,2581.46,795.9259,0
2018-12-23,Sale,Clearence,NH,0.0,2488.78,3077.99,1101.0,222779,440,459,0,2549.0,737.5263,0
2018-12-24,Sale,Clearence,Christmas Eve,25.2,2422.64,2408.07,1106.1,220802,445,417,1,2661.08,752.7043,0
2018-12-25,Sale,Clearence,Christmas Day,87.2,3452.77,2744.07,941.78,165259,347,375,2,2593.51,1344.9006,0
2018-12-26,Sale,Clearance w/ Extra 25% Off,Boxing Day,202.32,4400.46,3747.38,1008.07,167956,314,337,8,4202.51,1897.7188,0
2018-12-27,Sale,Clearance w/ Extra 25% Off,NH,60.24,3514.36,4222.64,986.22,163809,303,357,2,8501.42,3125.7224,0
2018-12-28,Sale,Clearence,NH,110.6,3074.48,4273.89,2467.37,306130,601,497,4,8643.14,2190.2465,0
2018-12-29,Sale,Clearence,NH,111.4,2693.31,4137.3,3820.43,403846,810,679,3,9323.88,1367.6945,0
2018-12-30,Sale,Clearence,NH,70.6,2642.55,4326.02,4146.42,451647,948,848,3,8892.68,1403.2897,0
2018-12-31,Sale,Clearence,New Year Eve,25.2,2021.82,2266.72,2121.93,273350,515,627,1,8963.8,1387.868,0
2019-01-01,Avg day,Avg day,New Year Day,109.6,3184.46,4138.06,763.96,187016,340,554,4,1435.84,535.7797,0
2019-01-02,Avg day,Avg day,NH,0.0,1872.45,3407.37,382.14,89667,114,258,0,158.87,333.6221,0
2019-01-03,Avg day,Avg day,NH,0.0,1875.38,3682.91,746.32,213035,316,293,0,265.66,383.8968,0
2019-01-04,Avg day,Avg day,NH,0.0,1843.22,3835.8,744.31,211116,344,332,0,1308.09,332.901,0
2019-01-05,Avg day,Avg day,NH,26.0,1873.19,3914.21,749.8,208844,357,288,1,1569.83,295.1032,0
2019-01-06,Avg day,Avg day,NH,26.0,1814.38,4244.17,730.09,195889,352,321,1,1496.51,332.17800000000005,0
2019-01-07,Avg day,Avg day,NH,0.0,1537.02,2869.31,744.93,210344,339,247,0,1675.62,363.476,0
2019-01-08,Avg day,Avg day,NH,56.0,1472.64,2665.04,737.05,210295,335,232,2,1877.01,379.9566,0
2019-01-09,Avg day,Avg day,NH,0.0,1684.29,2469.84,727.5,235342,401,289,0,2375.8,949.4489,0
2019-01-10,Avg day,Avg day,NH,29.0,1597.18,2141.17,760.62,274008,465,299,1,2600.87,806.5475,0
2019-01-11,Avg day,Avg day,NH,26.0,1646.77,2152.23,744.48,286514,573,344,1,2834.98,906.5007,0
2019-01-12,Avg day,Avg day,NH,0.0,2068.37,2612.52,744.38,293972,590,326,0,2983.4,442.4629,0
2019-01-13,Avg day,Avg day,NH,0.0,2210.69,2869.77,744.98,281824,552,328,0,2916.3,419.3966,0
2019-01-14,Avg day,Avg day,NH,39.0,1744.64,2298.84,744.55,283901,533,351,1,2461.3,1200.1234,0
2019-01-15,Promo day- low,Porelsss Putty Primer back in-stock,NH,0.0,1751.82,2003.55,744.35,279866,513,295,0,2226.57,1938.604571,0
2019-01-16,Promo day- low,Porelsss Putty Primer back in-stock,NH,26.0,1886.01,2137.14,744.6,282101,536,380,1,3222.82,1227.214471,0
2019-01-17,Promo day- low,Porelsss Putty Primer back in-stock,NH,47.0,2018.4,2520.47,744.69,292261,470,309,1,4421.4,1162.108471,0
2019-01-18,Promo day- low,Porelsss Putty Primer back in-stock,NH,0.0,2080.51,2473.15,744.45,270701,457,321,0,4507.81,1230.179071,0
2019-01-19,Promo day- low,Porelsss Putty Primer back in-stock,NH,29.0,2127.88,2611.13,744.22,279891,479,334,1,4929.94,779.2613713999999,0
2019-01-20,Promo day- low,Porelsss Putty Primer back in-stock,NH,0.0,2178.23,2944.02,744.35,289988,554,310,0,4918.3,808.9663714,0
2019-01-21,FSNM,FSNM,MLK,54.0,2175.81,2827.86,736.61,288027,509,339,2,4810.04,1455.275171,0
2019-01-22,FSNM,FSNM,NH,13.0,3322.58,2188.84,1545.09,468908,796,450,2,5790.32,2117.022471,0
2019-01-23,FSNM,FSNM,NH,26.0,3082.48,2543.39,560.88,253539,424,354,1,5682.19,1773.590071,0
2019-01-24,Avg day,Avg day,NH,0.0,4086.45,1786.92,586.6,266540,426,282,0,4773.77,1055.160771,0
2019-01-25,Avg day,Avg day,NH,25.0,3159.92,1840.31,579.95,266564,397,260,1,7806.19,983.7959714,0
2019-01-26,Avg day,Avg day,NH,0.0,2325.41,1931.54,397.08,221342,382,217,0,4844.69,673.7582714,0
2019-01-27,Avg day,Avg day,NH,0.0,2567.8,2108.22,385.96,211251,307,157,0,4865.26,814.3038713999999,0
2019-01-28,Avg day,Avg day,NH,0.0,2246.2,1824.28,385.03,215013,402,177,0,4450.62,838.1902713999999,0
2019-01-29,Avg day,Avg day,NH,0.0,2521.6,1981.56,384.62,216927,328,178,0,6133.07,3492.938971,0
2019-01-30,Promo day- low,Porelsss Putty Primer back in-stock,NH,38.0,2960.82,2009.12,385.11,210561,357,190,1,9867.96,3339.1535710000003,0
2019-01-31,Avg day,Avg day,NH,0.0,2050.26,1930.07,258.66,174696,308,142,0,6967.51,634.4686214,0
2019-02-01,Avg day,Avg day,NH,23.0,2133.73,1808.53,1222.69,444155,858,521,2,2155.56,810.3889214,0
2019-02-02,Avg day,Avg day,Groundhog Day,15.0,2386.0,2050.27,1293.69,458901,893,571,1,2308.2,963.4132214,0
2019-02-03,Promo day- low,30% off small assorment - Valentines Day Themed,Superbowl,25.9,2311.51,2137.07,1289.68,453825,802,561,1,2313.36,697.8566214,0
2019-02-04,Promo day- low,30% off small assorment - Valentines Day Themed,NH,0.0,2302.5,2023.88,1097.46,318031,521,432,0,2429.92,4497.434688,0
2019-02-05,Promo day- low,30% off small assorment - Valentines Day Themed,NH,0.0,2262.84,2046.93,1124.35,278127,494,392,0,2243.27,3988.4059880000004,0
2019-02-06,Promo day- high,Porelsss Putty Primer back in-stock,NH,19.5,2683.02,1900.68,1181.28,284000,497,384,1,2351.26,2179.799888,0
2019-02-07,Promo day- low,30% off small assorment - Valentines Day Themed,NH,62.8,2178.98,2211.36,879.05,255667,370,240,2,3824.31,1601.859588,0
2019-02-08,Promo day- low,30% off small assorment - Valentines Day Themed,NH,55.0,2397.29,2322.03,725.98,232796,321,163,2,4974.08,1862.5161879999998,0
2019-02-09,Avg day,Avg day,NH,0.0,2248.83,2554.42,473.66,177978,314,169,0,3850.88,1046.604988,0
2019-02-10,Avg day,Avg day,NH,0.0,2406.43,2646.84,473.7,180448,274,143,0,3728.19,798.0537879999999,0
2019-02-11,Avg day,Avg day,NH,0.0,2075.17,2339.58,472.75,181485,197,136,0,3593.62,623.866388,0
2019-02-12,Avg day,Avg day,NH,0.0,2527.3,1720.02,474.09,180451,255,116,0,3824.59,728.226988,0
2019-02-13,Avg day,Avg day,NH,0.0,2389.49,2153.32,473.87,181729,235,140,0,3703.28,677.124488,0
2019-02-14,Promo day- mid,Porelsss Putty Primer back in-stock,Valentine Day,57.0,1792.36,1763.64,474.08,175535,213,154,2,3755.2,2798.2010379999997,0
2019-02-15,Avg day,Avg day,NH,73.0,2163.69,2686.14,473.38,177110,228,134,3,3825.43,3255.326188,0
2019-02-16,Avg day,Avg day,NH,0.0,2399.95,2437.66,469.28,172749,237,130,0,3767.12,843.5609380000001,0
2019-02-17,Avg day,Avg day,NH,0.0,2562.28,2799.17,473.91,177069,241,131,0,3724.04,924.933338,0
2019-02-18,Avg day,Avg day,President's Day,36.0,2538.38,2889.81,474.01,181846,238,144,1,3614.4,875.8913380000001,0
2019-02-19,Avg day,Avg day,NH,0.0,2069.61,2689.64,474.21,182823,265,139,0,3668.68,1127.249671,0
2019-02-20,FSNM,FSNM,NH,110.0,2414.38,2755.06,1874.83,545180,788,460,8,4860.62,1386.903671,0
2019-02-21,FSNM,FSNM,NH,107.0,2272.21,2427.06,2454.53,701090,1165,677,5,5531.18,3245.042671,0
2019-02-22,Avg day,Avg day,NH,38.0,2229.2,2398.19,1763.55,556290,904,702,2,4149.82,3123.114571,0
2019-02-23,Avg day,Avg day,NH,61.0,2196.43,2745.09,1763.48,551018,883,598,2,4037.89,663.8307714,0
2019-02-24,Avg day,Avg day,NH,89.0,2269.12,2903.99,1764.34,548434,966,652,3,4059.77,2429.419671,0
2019-02-25,Avg day,Avg day,NH,0.0,2103.75,2588.58,1451.98,480213,796,554,0,4499.34,1973.5379710000002,0
2019-02-26,Promo day- mid,50% off - elf stores closing thank you promotion,NH,253.0,2358.93,2782.38,1586.41,491968,758,430,2,5602.06,1060.840971,0
2019-02-27,Promo day- mid,50% off - elf stores closing thank you promotion,NH,49.0,2966.43,2441.47,1586.0,502874,807,442,1,6726.61,3227.239771,0
2019-02-28,Promo day- mid,50% off - elf stores closing thank you promotion,NH,0.0,2827.6,1923.39,1048.56,273537,463,417,0,6151.66,449.6200714,0
2019-03-01,Promo day- mid,50% off - elf stores closing thank you promotion,NH,25.0,2694.9,1620.84,868.77,469831,568,727,1,174.17,416.78657139999996,0
2019-03-02,FSNM,FSNM,NH,0.0,2906.21,1980.48,652.66,527494,617,1017,0,1902.72,777.8806714,0
2019-03-03,FSNM,FSNM,NH,10.0,3186.73,2206.8,671.57,535357,537,648,1,1866.4,1184.5163710000002,0
2019-03-04,Avg day,Avg day,NH,52.0,2826.98,1496.16,1089.06,848225,758,755,2,852.6,1021.2907710000001,0
2019-03-05,Collab,Collab,NH,30.0,6706.24,1904.55,1130.83,834826,872,1102,1,1342.92,2932.5332710000002,0
2019-03-06,Influencer,Influencer,NH,26.35,5949.91,1823.29,1410.34,976130,902,1144,1,1367.94,2976.7675710000003,0
2019-03-07,Avg day,Avg day,NH,161.0,4309.89,1463.19,1483.16,902449,1068,1023,2,1342.45,716.9607714,0
2019-03-08,Promo day- mid,International Women's Day. GWP at $10,NH,125.0,3632.78,1335.69,1442.37,884246,992,873,8,1916.02,1112.609371,0
2019-03-09,Early Access,Early Access,NH,66.0,3302.67,1387.38,1424.69,867100,848,956,2,1603.55,1038.685571,0
2019-03-10,Early Access,Early Access,NH,26.0,3592.41,1355.87,1389.61,851429,830,807,1,1274.92,758.4576714,0
2019-03-11,Sale,Clearence,NH,53.0,4392.23,1384.1,1516.16,898066,784,806,2,1540.5,3355.491971,0
2019-03-12,Sale,Clearence,NH,25.8,3663.68,1452.24,1517.82,858973,763,746,1,1903.37,3216.092971,0
2019-03-13,Sale,Clearence,NH,115.8,3411.96,1291.43,1561.32,869695,754,746,4,1505.4,2964.357671,0
2019-03-14,Sale,Clearence,NH,37.8,3512.23,1252.57,1577.34,878413,761,692,2,2276.09,4470.320571,0
2019-03-15,Sale,Clearence,NH,198.0,3324.33,1024.72,1884.34,1103975,964,798,7,2417.91,4680.048971,0
2019-03-16,Sale,Clearence,NH,56.2,3162.42,1069.96,1820.51,1075990,932,774,2,2530.28,2616.6609710000002,0
2019-03-17,Sale,Clearence,St. Patrick's Day,25.0,3296.48,1053.67,1852.4,1097501,940,814,1,2385.46,2547.8356710000003,0
2019-03-18,Sale,Clearence,NH,72.9,3141.49,869.68,1922.45,1092705,910,742,2,2365.79,3486.191671,0
2019-03-19,Sale,Clearence,NH,83.2,3155.74,931.22,1857.29,1043205,781,638,2,2359.37,9727.142071,0
2019-03-20,Sale,Clearence,NH,76.6,2952.61,1008.12,1775.31,989779,677,552,3,2441.18,9435.822920999999,0
2019-03-21,Sale,Clearence,NH,0.0,2734.03,953.78,1722.7,955171,517,477,0,3917.76,10230.8371,0
2019-03-22,Sale,Clearence,NH,47.6,2102.47,894.03,1726.89,953140,563,471,2,7479.08,7212.042245999999,0
2019-03-23,Sale,Clearence,NH,25.6,1990.63,958.61,1702.4,1064433,583,474,1,6985.45,2214.031546,0
2019-03-24,Sale,Clearence,NH,26.8,2092.46,1032.35,1723.73,1057096,582,461,1,4166.06,2171.368446,0
2019-03-25,Avg Day,Avg Day,NH,0.0,2201.77,925.26,1711.36,1001878,493,406,0,3261.56,1119.460446,0
2019-03-26,Avg Day,Avg Day,NH,0.0,2163.3,980.11,1640.55,966043,492,406,0,302.61,775.0263459,0
2019-03-27,Avg Day,Avg Day,NH,0.0,2129.34,903.48,1575.36,989859,538,355,0,240.73,709.2311459,0
2019-03-28,Avg Day,Avg Day,NH,0.0,2253.61,1165.17,1474.89,852439,488,354,0,1743.89,711.1942458999999,0
2019-03-29,Avg Day,Avg Day,NH,0.0,1623.48,947.79,1488.15,823536,494,523,0,1466.93,0.0,0
2019-03-30,Avg Day,Avg Day,NH,34.0,1458.37,898.91,1401.3,792419,544,822,2,177.56,908.5478458999999,0
2019-03-31,Avg Day,Avg Day,NH,33.0,1413.49,1126.07,1056.58,553491,489,651,2,69.09,854.3382458999998,0
2019-04-01,Promo day- high,Porelsss Putty Primer back in-stock,NH,38.0,1700.98,768.98,686.68,299952,234,355,1,0.0,3378.9461850000002,0
2019-04-02,Early access,Early access,NH,0.0,1848.56,961.8,689.51,321302,213,270,0,1285.07,2121.330913,0
2019-04-03,Promo day- high,50% off,NH,0.0,1930.53,924.27,1273.77,705585,433,708,0,3672.37,11115.37501,0
2019-04-04,Promo day- high,50% off,NH,0.0,2363.01,1124.08,1283.92,673702,420,521,0,3530.19,12879.656809999999,0
2019-04-05,Avg day,Avg day,NH,6.0,2218.8,1206.87,1225.27,652456,385,401,1,4086.47,3807.8553130000005,0
2019-04-06,Avg day,Avg day,NH,0.0,2222.66,1027.18,1194.1,654457,388,366,0,4229.88,537.9674132,0
2019-04-07,Avg day,Avg day,NH,28.0,2259.61,1135.8,1265.71,682148,410,449,1,3626.18,505.94621320000005,0
2019-04-08,Avg day,Avg day,NH,33.0,2076.79,768.73,1256.78,684629,396,412,2,2405.11,497.6438132,0
2019-04-09,Avg day,Avg day,NH,30.0,2089.32,854.99,5853.82,1025709,914,702,1,1968.29,281.5874659,0
2019-04-10,Avg day,Avg day,NH,50.0,2264.77,715.65,5678.19,1062495,835,575,2,2047.44,323.9711659,0
2019-04-11,Avg day,Avg day,NH,64.0,2518.25,855.53,5611.12,1022855,836,617,1,1622.33,330.6701659,0
2019-04-12,Avg day,Avg day,NH,0.0,2598.42,908.32,3733.68,962220,631,478,0,1083.88,381.2507659,0
2019-04-13,Avg day,Avg day,NH,56.0,2681.82,800.06,779.57,626147,419,333,1,2148.3,398.6349659,0
2019-04-14,Avg day,Avg day,NH,29.0,2663.19,850.28,957.91,741508,508,347,1,2153.76,445.7129659,0
2019-04-15,Avg day,Avg day,NH,0.0,2593.06,599.87,1243.62,583613,388,360,0,2027.01,1175.040766,0
2019-04-16,Avg day,Avg day,NH,0.0,2512.17,642.35,2409.69,598110,490,360,0,2291.97,1058.035066,0
2019-04-17,FSNM,FSNM,NH,0.0,2454.36,667.58,1909.59,593271,551,400,0,1863.69,403.6330659,0
2019-04-18,FSNM,FSNM,NH,63.65,2150.64,993.31,1687.05,500865,521,415,4,1855.72,119.1227659,0
2019-04-19,FSNM,FSNM,Good Friday,0.0,2589.36,1243.62,1701.6,563555,703,470,0,1592.51,41.0435659,0
2019-04-20,Avg day,Avg day,Holy Saturday,4.0,2445.2,1103.2,1706.8,531892,743,525,1,1699.13,30.0240659,0
2019-04-21,Avg day,Avg day,Easter,0.0,2227.2,1070.6,1696.96,571445,778,462,0,1611.16,33.0840659,0
2019-04-22,Avg day,Avg day,Easter Monday,52.8,2541.21,980.18,1676.06,559904,749,499,2,1469.76,32.744065899999995,0
2019-04-23,Avg day,Avg day,NH,0.0,2467.14,1044.74,1869.46,662543,840,495,0,1347.69,38.4040659,0
2019-04-24,Avg day,Avg day,NH,57.6,2297.86,1007.59,1702.23,520339,876,514,3,1583.61,1292.844266,0
2019-04-25,Avg day,Avg day,NH,0.0,2442.97,1257.98,1718.44,546176,964,629,0,1610.21,1283.596066,0
2019-04-26,Avg day,Avg day,NH,31.0,2557.86,1278.83,1631.87,499470,805,534,1,1569.4,30.394065899999998,0
2019-04-27,Avg day,Avg day,NH,11.0,2680.86,1168.7,1756.52,617712,1101,632,1,1662.25,33.4665659,0
2019-04-28,Avg day,Avg day,NH,0.0,2646.48,1350.56,1725.6,624676,1034,628,0,1561.34,34.3165659,0
2019-04-29,Avg day,Avg day,NH,0.0,2486.93,1034.74,1620.83,597238,869,535,0,1523.71,185.3630659,0
2019-04-30,Avg day,Avg day,NH,47.0,2402.0,1159.37,1465.92,502130,1183,677,1,1543.92,227.3747659,0
2019-05-01,Promo day- high,Porelsss Putty Primer back in-stock,NH,51.0,2935.21,1002.39,1698.87,445754,853,560,2,1273.44,1660.061466,0
2019-05-02,Avg day,Avg day,NH,68.4,2638.89,1561.48,1690.01,427155,959,550,3,1788.36,1695.8304660000001,0
2019-05-03,Avg day,Avg day,NH,0.0,2427.8,1553.87,1710.08,459842,1031,648,0,1818.58,986.1756659,0
2019-05-04,Avg day,Avg day,NH,69.8,2370.78,1353.73,1704.7,421118,970,444,2,1672.93,600.7296659,0
2019-05-05,Avg day,Avg day,Cinco de Mayo,34.0,2559.98,1416.77,1724.03,446310,873,544,1,1562.44,514.3206659,0
2019-05-06,Avg day,Avg day,NH,98.0,2504.2,1007.46,1710.67,455749,905,512,3,1629.57,1502.558466,0
2019-05-07,FSNM,FSNM,NH,57.8,2987.2,1119.06,1697.27,482039,947,598,2,1837.62,4355.207066,0
2019-05-08,Avg day,Avg day,NH,0.0,2757.09,1071.29,1684.51,468799,947,468,0,2146.62,3844.1760159999994,0
2019-05-09,Avg day,Avg day,NH,0.0,2596.85,1274.23,1661.94,462347,796,511,0,2566.71,792.9471659,0
2019-05-10,Avg day,Avg day,NH,0.0,2385.1,1156.21,1665.23,500653,848,514,0,2454.94,795.7827159,0
2019-05-11,Avg day,Avg day,NH,27.0,2625.07,1044.04,1585.74,434168,777,415,1,1861.32,658.1050159,0
2019-05-12,Avg day,Avg day,Mother's Day,40.0,2319.73,1145.01,1656.91,440922,831,476,1,1448.82,618.8122159,0
2019-05-13,Avg day,Avg day,NH,0.0,2324.13,881.01,1648.79,457866,688,455,0,1401.25,820.4035659,0
2019-05-14,Avg day,Avg day,NH,0.0,2328.47,1038.84,1638.24,454644,821,427,0,1481.64,683.2124659,0
2019-05-15,Avg day,Avg day,NH,50.0,1989.18,1017.93,1627.74,449065,718,431,2,1617.41,490.4671659,0
2019-05-16,Avg day,Avg day,NH,18.0,1920.76,1411.54,1614.65,443446,787,438,1,1466.85,553.4105659,0
2019-05-17,FSNM,FSNM,NH,46.0,2008.42,1329.4,1609.0,404795,799,454,2,1769.66,1135.729866,0
